subscription_id,user_id,plan_type,status,start_date,end_date,monthly_price
91cc629c-ebb0-4f16-b2b6-86988a7c4a16,4d2d3d31-5aa0-4d20-a768-b50acc2bd3e0,free_trial,active,2025-07-15,,0.0
8ffad3bb-a1c5-4c8a-ad28-69eeaa2483e8,441cf781-df06-4a76-bc50-b8a0770e3dc2,standard,active,2025-06-19,,13.99
55574aae-db33-4446-9982-1c71e4c86f51,c102a8b8-084b-48c9-a230-b914ef6b5921,standard,cancelled,2025-11-04,2025-12-31,13.99
33cfa93b-13b2-42f1-b399-8e5c85ea346b,f383f344-1d44-4edf-90a4-f640ce9689a9,basic,cancelled,2024-09-17,2025-03-16,7.99
0d4751af-b7de-488d-a64f-67690ea30920,36337e26-c6ec-4064-88f6-8e6b24cbd99a,basic,active,2025-09-23,,7.99
1b2d2bb8-641f-47b1-8129-321715c0d30b,74d43566-8508-4c97-9932-dea78c629767,basic,cancelled,2024-11-25,2025-06-19,7.99
b6e0cda7-5a1f-4eca-a2fd-dbb719348273,fbf124cc-d8da-4ffe-ad83-42b8508ec3fa,standard,paused,2025-04-03,2025-12-02,13.99
e088d0d6-9ab6-475f-8147-62e360659bd0,d4178f2e-aaf4-4500-ac59-1eec03e01b3b,basic,cancelled,2025-02-25,2025-12-01,7.99
198439b1-8d97-48a4-aea5-6a20f1e44163,dd8ae07f-ab2c-4f96-9108-b63be8ea5997,premium,active,2024-01-23,,19.99
aedb6627-e918-4c35-8976-0fd722e7c026,ffa34f40-ba2c-4e4a-8ede-2d4becc12d44,basic,expired,2025-06-06,2025-11-08,7.99
89e83927-6957-4c42-adf5-8f41cda9da47,c85d569e-1b99-4ef7-b017-c3317ad1de67,standard,paused,2025-10-02,2025-12-31,13.99
bed90ae7-64a0-4297-91fb-13e579065f01,8ea2ddd4-dce0-488e-b838-bf2f10c097ee,free_trial,active,2025-04-09,,0.0
41a1c06d-3dc5-48ce-8548-4f68cdacc66f,4e25568d-899c-41a1-84e4-8686da04fb96,premium,active,2024-12-10,,19.99
2d3fea3d-df05-4e56-89c5-354943dfadb3,9af1515f-2624-4792-b8f7-78f486306750,free_trial,paused,2025-12-02,2025-12-31,0.0
17dbb68a-3b68-4f60-a433-e4211d04f7bd,71080350-022f-4929-adbb-b155805cc44f,basic,cancelled,2025-10-09,2025-12-31,7.99
b6c681b1-7cdc-46ea-a889-a8e0a2a1a7bc,dad3665e-34e7-4b5f-b38d-c6e4cb8fbcb5,premium,expired,2025-05-04,2025-12-31,19.99
97b2a782-d654-40ff-a078-ab9c5ec2a9c4,2429f424-39c6-45a2-b55c-fb2f43269c60,free_trial,active,2023-06-07,,0.0
dbf7b043-f882-41c9-a856-c8c2f82fa632,ff7c184a-d24c-4894-b995-a6c92532c6e3,basic,expired,2025-12-12,2025-12-31,7.99
5cfb2cc5-edd7-4553-80a5-ed995c000514,83d813a4-68bd-4a9b-a0a6-b19433c5e567,free_trial,active,2025-12-21,,0.0
2d3edb93-2d30-48f1-9ef6-522b3424daec,dcf04042-fa7f-45a4-9b41-afefbe58b6c0,free_trial,active,2025-04-17,,0.0
085d5633-a504-454b-ad16-f5544046dce9,88fd5c0d-ee64-4b11-b0bd-26c208d4a74a,standard,cancelled,2024-05-10,2024-12-11,13.99
b8ef6811-9eea-47a2-8e66-6d55d4451caa,ef230d4a-dfce-4924-8ccb-e2acc71ceaaa,basic,cancelled,2025-12-29,2025-12-31,7.99
c99e106c-d3cc-4ca0-b853-57515346430b,69211ed6-501b-4bad-90ad-f8c4fad4765e,basic,active,2025-04-19,,7.99
795e9521-0a10-4f35-9cfe-132c96a5791a,92db35ba-72ee-4348-9364-d713ed7ba614,basic,cancelled,2025-08-23,2025-12-31,7.99
fae19dfe-3ac8-407b-aed2-faffb1e93a11,744f1b38-23fa-4282-b36e-1b3b4f1d0624,basic,expired,2025-01-31,2025-10-18,7.99
91efb44a-4401-4edc-9832-bdb171456af5,ef11cd1d-4431-4b24-9feb-450dbe85e6d0,basic,cancelled,2025-09-10,2025-12-31,7.99
279b1b14-b4cf-4175-84bb-4209c51bda96,6d4a4321-91f5-443c-b695-a3f3a111b1f6,premium,active,2025-11-22,,19.99
54e6a08a-69e1-4210-ad3f-cef377e731bb,3e9606d6-cbf6-4c93-b4eb-d498ffe74844,standard,active,2024-09-14,,13.99
21072d4c-5c71-49f8-a723-b143b0471e82,65c1f202-371a-4968-8878-0e3affd99f87,basic,active,2025-06-08,,7.99
1862eaaf-6907-4894-9645-7602e0a50c80,dfdb04c2-4123-45f3-bb48-a15223e45ade,standard,active,2025-10-17,,13.99
85f3ee48-3bbc-433f-b1e3-c951f2982635,8a988d48-567a-4588-998d-71f819c7164b,standard,active,2025-10-12,,13.99
301778ec-30df-4293-8db8-fcfeeb1690de,4976d66e-2cd1-4b81-b147-339bcd9d1b08,premium,cancelled,2024-04-29,2024-07-31,19.99
b2d4dd07-5ab1-454d-a1f9-4e44017eb39a,2dfc1188-65dd-44e3-93b8-0c45f42fe79d,standard,expired,2024-08-02,2024-12-18,13.99
d8ced36e-0b1c-4573-aa78-c811a1e47917,9546833c-5b28-4a6f-86fa-cceb44e72758,standard,active,2024-05-06,,13.99
29bfffc8-49a5-4241-89ca-3c2565ed4f11,7fef826f-91c3-4102-a42c-610af6177432,standard,cancelled,2024-03-09,2024-09-08,13.99
6d6379dd-8ffa-49b9-9ba3-cef72e224ff8,0c53c29a-a9e3-44fc-8c9a-1482e57795da,standard,cancelled,2023-10-28,2024-03-22,13.99
bcf97eb5-ae93-4bbb-ac81-7d6c8afb358c,ffc6ab07-378f-41d5-a4e7-c48769358c7f,basic,cancelled,2025-05-26,2025-12-31,7.99
fce23311-0b2f-4da0-a126-b5d753f5d4c7,404c8fcd-969e-436b-8604-1a93f31eedf3,basic,active,2025-10-12,,7.99
10864b6b-ec49-4ddf-9cf4-35a41f519fe0,b9a535ed-a850-4d77-9f66-69058f2560f5,basic,active,2025-12-28,,7.99
4248659a-69ee-4e46-9697-1364b227707e,20a1c438-8076-4094-a888-4661b8e5e3ac,premium,cancelled,2025-05-21,2025-12-31,19.99
a21a0cf3-f3c3-4e20-9a72-c411c45e3e52,6d9a8305-3e90-4dde-8f0c-4f49ad946589,premium,active,2024-07-05,,19.99
09c48b77-8388-4282-a50f-6065ec8b9136,4f4033e9-bf98-4f89-847f-72865298883c,premium,paused,2025-03-23,2025-12-22,19.99
1b1c5e92-b2fd-400c-a760-110877fb0d31,87a0011f-0b86-4ff2-803f-eccfdfb49dce,free_trial,expired,2025-12-12,2025-12-31,0.0
c3a7efdf-3f67-44ee-91ce-b6711972a063,7ffa1f54-50c8-47f2-8ecc-cc5ae583e31b,basic,cancelled,2025-04-14,2025-05-09,7.99
16e0923d-5743-4612-b3b6-715ace9cac97,701d2164-e158-4111-a116-46c1828c88fb,basic,active,2025-12-27,,7.99
e8a9a839-c1a1-4b43-94cd-928dd861c2e5,74d768ef-f72f-43bb-afa4-20b0dc1665e9,standard,cancelled,2025-11-19,2025-12-31,13.99
02842ba3-f2c2-4fad-a62f-80528b41e462,5b8cf97e-ecf8-4dd9-9ba7-5bc55f3359c1,basic,expired,2024-09-08,2025-08-08,7.99
bba427a7-98bf-4c08-800f-e645d03c3fc9,0d27bed1-36fb-49a6-a9b8-160f95991e6d,premium,paused,2025-11-03,2025-12-31,19.99
e01f911f-8491-46e4-979b-ee55e2e3997c,9627a0d6-567e-492b-bca6-12154fadd561,basic,active,2025-11-17,,7.99
b9ad60ea-7ba9-421a-8973-f24873332ed4,c57a65a7-439a-43ac-91df-a9db83457068,basic,expired,2025-07-13,2025-12-31,7.99
fcd387bb-e282-4565-9e31-5cb373344e5f,b600659b-2280-4ae2-a074-ba355b679e3e,basic,active,2025-12-14,,7.99
a9b0d81e-9d29-42aa-9958-0a872408c687,851cfcdd-ef9f-4f7f-be52-82d237ae4f5f,premium,cancelled,2024-10-11,2025-02-07,19.99
646c0ae8-1536-48de-aac8-2bd153b7d852,f380185a-fd12-4bcc-a9cb-9b88d128df29,free_trial,expired,2025-06-10,2025-11-29,0.0
2b0c2ad7-1c90-49d0-aff0-7626eeca40f1,05c431c7-a6ce-4b77-b5c7-aaa7f613785b,standard,active,2024-10-05,,13.99
6d36a7bb-aed2-49ea-91c6-9280cdf9c81c,6ee394df-c8b4-4c3b-8041-65ed42f4056d,premium,paused,2025-07-12,2025-10-14,19.99
137527a7-f2c0-41c0-ad97-0267043ef3cb,c28ca450-a0e8-4250-a53e-c0f35f9a49e2,free_trial,active,2025-09-18,,0.0
622657f5-aab7-4232-8586-520eca95e101,095fa860-f5d5-480c-b4ac-56bd602a3979,free_trial,expired,2025-10-22,2025-12-31,0.0
82500735-ab05-417b-af32-bd689a0eb0f8,84cd10dd-016b-4366-b3ce-02c7dd6998c8,basic,paused,2025-10-20,2025-12-31,7.99
53ce2497-c193-4df2-852b-1ac2bb1c180e,945cbf56-ba76-4704-9fc6-966a7221fbb7,standard,active,2024-12-14,,13.99
4e9b8ba2-9cdd-4e23-bfae-bf3b845e297e,3b0880ed-206f-4311-9afb-783fa859ed43,premium,cancelled,2025-08-27,2025-12-31,19.99
d478ebc8-21c3-4a83-83bb-e5daef48b1f2,46298eb6-845a-429e-a21e-7d76cdfb2424,standard,active,2025-04-02,,13.99
54312e72-6070-4d15-99f4-86b1d219f322,05c431c7-a6ce-4b77-b5c7-aaa7f613785b,standard,expired,2023-09-02,2024-05-13,13.99
aafce53c-b783-4d83-9fdc-175f80acafbc,aca43f69-005b-4ad0-b58e-1ff2f9d0dfd5,standard,cancelled,2025-09-28,2025-12-21,13.99
63ddd800-e201-4ac1-bfae-1f0f50e4dd41,2d517cc4-410d-4392-81b6-9942100ff4df,basic,expired,2023-09-10,2023-10-01,7.99
960df2d5-3718-427f-9116-25413dc4fe1b,c53cb483-5832-4505-a5e1-dcd2fffabc72,basic,expired,2025-09-23,2025-12-31,7.99
893ea5db-da10-4922-91f4-232f4d8d72a6,2dfc1188-65dd-44e3-93b8-0c45f42fe79d,basic,expired,2024-11-04,2025-07-26,7.99
7f1bfc8b-98f8-43d5-b861-ae6fa85980b6,05c431c7-a6ce-4b77-b5c7-aaa7f613785b,basic,active,2024-07-29,,7.99
ae83e49c-55e3-4283-bc6a-940a3ce5215d,0498549b-c199-4f37-aa0f-a29144575851,free_trial,active,2025-12-27,,0.0
48d3acd1-2a6b-49ee-8597-01b47c5cbc8a,1e6544e7-54de-4c07-abc1-d643a43ce877,standard,cancelled,2025-04-22,2025-05-25,13.99
19f641a0-5518-4b77-ae8a-0b3962911a1f,6b9ff25b-e4a5-4aa0-89d9-df03e2e15a26,free_trial,expired,2024-09-26,2025-02-12,0.0
9d9a4daf-075a-45aa-8c60-62609302ab9e,62a00238-e967-435d-b6b9-d0a76ff68ab7,standard,active,2023-05-16,,13.99
7a62a06e-1e06-4c74-941e-0f293120fa0d,f09b184f-537e-4575-84ba-b85ab14e3168,standard,active,2024-10-05,,13.99
e0571c1a-e7ba-4c5c-af5e-f895ca525778,7e0cfbf5-85d4-4e13-854d-fd2f5003cd19,premium,cancelled,2025-07-06,2025-12-31,19.99
bc3382f2-33b9-4ab0-a067-aca41d71aa69,7b518edc-b224-4e7c-84e7-74e2ff4e4cbf,standard,paused,2023-10-16,2024-06-23,13.99
7af6f518-bde8-4cd4-8ef4-191c48dbf176,2ac003fd-74f5-4aba-87a4-38cbe91bbccb,standard,active,2025-09-12,,13.99
8b91475a-8de4-4555-b7d3-2dbf395b1cb1,2e6b9238-5379-4c43-b0a6-f922a4e7882e,standard,active,2025-12-13,,13.99
580a25b8-ba26-46c0-94c5-e47979aeb26e,9e8ec8ea-5293-47c1-8082-66a0bc3a4cf2,basic,cancelled,2023-07-31,2023-11-25,7.99
041f5932-4921-4a6e-a723-9466f81a35b0,06cc291d-21e7-4c2a-a443-d260abba64ba,basic,cancelled,2025-07-20,2025-10-25,7.99
24802d7e-3d7f-43d9-b410-38eafb03d943,305bf706-8267-4f08-9a12-ff6be0fde7af,standard,expired,2023-12-02,2024-11-04,13.99
bf71dffa-c07c-4b46-9c0d-a5bbd20f38f8,6e6ac4ef-5c7b-424b-9d26-696b88694623,free_trial,cancelled,2025-07-19,2025-10-22,0.0
0fffa46e-c4e2-4adb-940c-8609818fc497,5a71222f-e57c-4a96-9f80-42a32c62a077,standard,paused,2025-02-14,2025-12-14,13.99
a2305a4c-5ae6-498f-aa2a-50b2dc0f343c,b4b7e9e6-d44d-483a-b3fa-f7e2e805f6cb,standard,expired,2025-10-22,2025-12-31,13.99
11e91ac5-323b-44b0-b2f6-8547c3cb03b5,0385d725-3123-431a-b8c2-46b23881ebd3,standard,active,2025-09-09,,13.99
aa986ac2-0a1b-4fc9-9df3-f6afdffc69b8,0385d725-3123-431a-b8c2-46b23881ebd3,premium,active,2025-08-06,,19.99
ce45c59c-5f23-4389-8b80-b2dc96d25fa5,697acf71-c1b6-47be-9719-1b6d1c67c23b,free_trial,cancelled,2025-09-10,2025-12-31,0.0
fb184c2a-9baa-4980-a69c-8e2e8f22b480,91408a84-b0b6-4ad9-bd4c-936f9ecf2749,basic,expired,2025-11-17,2025-12-31,7.99
43681ab0-8edf-4618-8d48-24307db2a6e1,06cc291d-21e7-4c2a-a443-d260abba64ba,basic,cancelled,2025-07-11,2025-12-31,7.99
59a7693b-cf98-424c-a3aa-27f872eb32af,d0fabc12-e9cd-477a-9539-341f6371542a,basic,expired,2025-03-31,2025-09-03,7.99
980e5a66-f423-43d3-866c-53fc276ef9a6,c8e11a59-f727-4a81-9192-08e9230d68b8,standard,active,2025-03-13,,13.99
6d16aaff-ab3a-4b7d-9db7-19afa4603d6e,d02fbf3c-24e8-41ed-bc80-f0bc13ab1952,standard,expired,2024-04-16,2025-04-06,13.99
cc9ae97f-a13e-4f26-bb10-ee064a9c2110,5e09cc1d-9432-4fe6-96ac-2ceddd32d9e5,standard,paused,2025-05-25,2025-07-03,13.99
a6ad4e18-c959-4a56-9d1c-098b3aa25a8a,cc021eb0-f387-466a-a5b7-daaacd4f7658,basic,cancelled,2025-01-09,2025-12-01,7.99
e8769da4-afa4-40b0-9d72-73e202cae4cf,2bb44207-6725-48dd-bfab-e71a34dd49ea,standard,expired,2025-12-19,2025-12-31,13.99
2d73d776-3c73-4d04-bbae-5bcfaaf80dcb,a8688a18-c801-41f3-9360-5e535ab97352,basic,active,2025-12-30,,7.99
7c62afb2-97ac-4b73-8d65-0ed22a88b457,9af1515f-2624-4792-b8f7-78f486306750,basic,expired,2025-11-30,2025-12-31,7.99
14fc43ba-924a-4bda-b181-d37ca3a4aaa2,eb7e115d-919e-4668-9e8b-acb19aa65046,basic,cancelled,2024-07-30,2024-12-31,7.99
96da3b5a-6ae9-49ea-be87-44a2ae172ded,76fdd393-acd8-404a-89dd-c90ff9116226,standard,cancelled,2025-12-26,2025-12-31,13.99
f8292193-bb3e-4077-b4f1-f35a5a852bdd,0b27e71f-cb05-4296-9278-b286547117b1,standard,expired,2023-09-08,2024-07-27,13.99
91360d26-729f-4a6a-a8a1-0a01663499a1,3ea26861-0e24-4520-b1b2-d7f9fcac4638,standard,cancelled,2024-10-13,2025-04-07,13.99
46e95471-6845-4d7d-94a1-b0cf5c262358,829798f1-a91e-4a93-8242-4d6d00f6b07a,standard,cancelled,2025-05-03,2025-12-31,13.99
6e16979f-3421-4bf7-80c3-c9746cf4b5f4,6b9ff25b-e4a5-4aa0-89d9-df03e2e15a26,standard,expired,2024-11-08,2025-09-30,13.99
610cf499-2cd7-48dc-a161-48021127195b,562ea71e-09cb-4703-b25a-b7301dc04601,standard,active,2025-09-05,,13.99
5e34c859-f28a-48c4-936e-25345abbe7c0,f3de7e33-af8f-4030-b249-1b405bca6890,standard,expired,2025-08-08,2025-12-31,13.99
41cb3574-8f0a-460a-91f3-fccf7e846525,9e8ec8ea-5293-47c1-8082-66a0bc3a4cf2,free_trial,expired,2024-06-28,2024-10-28,0.0
3624c3bc-fbfe-4337-8ee8-eb00a2edd072,8c13479e-866f-42f2-87f7-93bf93758757,standard,active,2025-07-04,,13.99
af9ac2ab-69d4-4996-a127-ff9a93a06e37,de83e798-40b4-417c-940b-980c46286d92,basic,active,2025-10-30,,7.99
